KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
533600022,0,,,30,14,16,2,0,2,25,11,14,11,6,5,25,11,14,25,11,14,14,5,9,9,3,6,2,0,2,0,0,0,0,0,0,16,16,7,5,3,1,0,0,0,9,7,2,1,9,2,2,4
533600024,0,,,52,31,21,6,6,0,41,23,18,32,20,12,38,20,18,37,19,18,9,3,6,4,1,3,0,0,0,0,0,0,2,1,1,21,21,6,6,4,3,2,0,0,14,13,1,2,7,0,3,2
533600031,0,,,614,297,317,55,28,27,551,263,288,301,156,145,536,254,282,529,252,277,250,107,143,112,46,66,26,7,19,1,0,1,17,11,6,270,270,79,111,34,29,9,7,1,189,171,18,12,170,1,52,66
533600032,0,,,111,55,56,9,6,3,102,49,53,64,31,33,100,48,52,98,47,51,38,18,20,18,7,11,7,3,4,1,1,0,4,2,2,39,39,7,15,6,7,1,0,3,32,24,8,0,27,0,5,7
533600033,0,,,21,13,8,4,2,2,16,10,6,12,7,5,16,10,6,16,10,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,5,3,0,0,0,0,8,8,0,2,3,0,1,2
533600034,0,,,129,57,72,12,5,7,116,52,64,63,30,33,116,52,64,113,51,62,53,22,31,34,13,21,10,3,7,1,0,1,0,0,0,59,59,19,20,14,3,2,1,0,40,36,4,1,34,0,9,12
533600041,0,,,272,142,130,20,11,9,250,129,121,139,74,65,243,123,120,239,120,119,111,55,56,53,21,32,21,7,14,2,0,2,1,0,1,108,108,24,41,21,13,4,4,1,83,67,16,4,73,0,19,21
533600042,0,,,168,83,85,8,7,1,160,76,84,104,51,53,152,72,80,151,71,80,56,25,31,35,15,20,8,3,5,1,1,0,0,0,0,67,67,14,20,22,7,4,0,0,52,41,11,3,40,0,10,9
533600043,0,,,30,25,5,1,1,0,29,24,5,25,22,3,29,24,5,27,22,5,4,2,2,4,2,2,2,1,1,0,0,0,0,0,0,22,22,18,2,1,0,1,0,0,4,3,1,1,2,14,0,1
533600101,0,,,92,48,44,8,3,5,84,45,39,61,32,29,80,42,38,77,40,37,23,13,10,8,3,5,5,1,4,0,0,0,2,1,1,32,32,5,9,7,7,4,0,0,26,21,5,3,16,0,4,4
533600102,0,,,167,77,90,25,13,12,142,64,78,77,34,43,140,63,77,140,63,77,65,30,35,34,14,20,16,3,13,0,0,0,1,0,1,64,64,14,22,12,10,4,1,1,49,39,10,8,42,0,13,11
533600103,0,,,62,29,33,9,3,6,53,26,27,33,17,16,51,26,25,51,26,25,20,9,11,9,4,5,3,1,2,0,0,0,0,0,0,21,21,3,7,2,7,1,1,0,18,15,3,1,13,0,3,4
533600104,0,,,12,6,6,2,1,1,10,5,5,7,4,3,9,4,5,9,4,5,3,1,2,3,1,2,2,1,1,0,0,0,1,0,1,4,4,1,1,0,1,1,0,0,3,2,1,0,2,0,0,1
533600111,2,533600112,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600112,1,,533600111,132,66,66,13,9,4,122,59,63,59,31,28,121,59,62,121,59,62,63,28,35,33,11,22,12,3,9,1,0,1,1,1,0,57,57,18,19,12,7,3,0,0,41,31,10,3,42,0,14,11
533600114,0,,,63,29,34,7,3,4,51,23,28,28,15,13,50,23,27,49,23,26,23,8,15,14,4,10,3,1,2,0,0,0,0,0,0,26,26,7,9,3,6,1,0,0,18,17,1,2,16,0,5,5
533600122,0,,,361,174,187,31,20,11,329,153,176,162,82,80,319,148,171,317,147,170,167,71,96,92,32,60,43,16,27,7,1,6,27,17,10,165,165,66,49,24,14,8,0,4,98,75,23,12,120,7,48,34
533600123,0,,,243,114,129,25,12,13,217,101,116,129,64,65,213,99,114,209,97,112,88,37,51,51,22,29,22,9,13,2,1,1,0,0,0,94,94,25,25,21,15,5,1,2,69,58,11,8,61,0,21,14
533600124,0,,,272,139,133,18,10,8,248,124,124,135,70,65,244,122,122,241,120,121,113,54,59,77,35,42,40,20,20,5,1,4,0,0,0,90,89,16,30,17,17,6,3,0,71,52,19,2,56,0,10,15
533600131,0,,,167,85,82,14,8,6,153,77,76,93,45,48,142,74,68,139,74,65,60,32,28,30,12,18,10,4,6,2,0,2,1,1,0,65,64,15,21,13,8,6,1,0,48,40,8,3,38,0,8,13
533600132,0,,,161,78,83,18,7,11,143,71,72,81,42,39,143,71,72,139,69,70,62,29,33,25,10,15,12,3,9,1,0,1,1,1,0,66,66,13,28,14,7,2,2,0,53,49,4,2,41,0,9,15
533600133,2,533600134,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600134,1,,533600133,262,115,147,21,8,13,244,109,135,155,86,69,233,107,126,231,105,126,89,23,66,70,12,58,54,6,48,14,1,13,11,11,0,83,82,22,26,13,14,5,3,0,61,50,11,4,23,6,3,8
533600141,0,,,265,123,142,30,14,16,235,109,126,145,67,78,227,107,120,219,102,117,90,42,48,37,15,22,13,4,9,1,0,1,4,3,1,94,94,14,29,24,18,6,2,1,79,64,15,10,57,0,11,18
533600143,0,,,575,268,307,44,22,22,528,245,283,279,137,142,516,239,277,513,236,277,249,108,141,148,59,89,55,24,31,4,0,4,11,4,7,223,223,53,71,36,49,10,2,2,169,125,44,12,158,6,34,47
533600144,0,,,52,26,26,2,1,1,50,25,25,30,16,14,50,25,25,49,25,24,20,9,11,11,6,5,2,1,1,1,1,0,0,0,0,18,18,4,6,1,4,1,2,0,14,10,4,0,13,0,3,3
533600202,2,533600211,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600203,2,533600211,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600211,1,,533600202;533600203,106,53,53,12,3,9,98,52,46,56,29,27,96,50,46,95,50,45,42,23,19,25,13,12,11,5,6,0,0,0,1,1,0,37,37,6,14,5,9,5,0,0,33,28,5,2,26,0,6,8
533600212,0,,,200,92,108,34,15,19,166,77,89,102,47,55,163,75,88,161,74,87,64,30,34,21,10,11,5,1,4,0,0,0,5,5,0,85,85,26,34,9,9,3,1,3,58,51,7,8,40,6,8,16
533600213,0,,,59,32,27,6,4,2,53,28,25,45,24,21,50,25,25,48,25,23,8,4,4,4,1,3,4,1,3,0,0,0,3,2,1,21,21,5,5,5,3,2,0,1,16,13,3,1,6,0,2,1
533600214,0,,,34,21,13,4,3,1,30,18,12,21,13,8,30,18,12,30,18,12,9,5,4,5,3,2,4,3,1,0,0,0,0,0,0,14,13,2,6,3,2,0,0,0,11,11,0,2,6,0,2,2
533600221,0,,,812,386,426,154,71,83,650,309,341,506,249,257,613,290,323,597,284,313,144,60,84,83,33,50,24,9,15,1,0,1,11,2,9,316,316,86,81,64,61,18,4,2,228,209,19,34,105,4,37,26
533600222,0,,,544,264,280,117,56,61,421,203,218,334,168,166,398,189,209,385,184,201,87,35,52,43,15,28,19,3,16,4,0,4,4,3,1,209,208,64,40,46,38,18,2,0,144,131,13,28,52,8,10,15
533600223,0,,,380,185,195,68,37,31,310,147,163,229,110,119,288,139,149,278,134,144,81,37,44,43,20,23,12,4,8,1,0,1,2,0,2,137,137,31,38,24,24,15,5,0,106,92,14,19,52,1,11,19
533600224,0,,,604,294,310,100,46,54,492,242,250,396,206,190,473,235,238,460,229,231,96,36,60,48,17,31,15,3,12,3,0,3,20,12,8,261,261,104,57,42,41,7,9,1,157,135,22,30,66,26,19,13
533600231,0,,,107,52,55,19,9,10,88,43,45,61,31,30,84,41,43,83,40,43,27,12,15,7,2,5,1,0,1,0,0,0,2,1,1,46,46,13,17,7,6,3,0,0,33,32,1,2,20,0,8,6
533600232,0,,,138,61,77,11,5,6,127,56,71,56,31,25,122,53,69,117,51,66,71,25,46,61,21,40,43,15,28,9,2,7,8,7,1,40,38,12,11,6,6,1,2,0,26,26,0,1,17,5,5,7
533600233,0,,,372,166,206,36,16,20,336,150,186,190,88,102,324,143,181,317,138,179,146,62,84,96,40,56,47,16,31,7,2,5,2,2,0,145,144,46,42,22,19,9,4,2,98,78,20,6,91,4,35,20
533600234,0,,,383,184,199,38,23,15,344,160,184,234,118,116,321,148,173,313,145,168,110,42,68,51,18,33,9,1,8,2,0,2,2,1,1,139,139,24,43,32,27,10,2,1,114,98,16,11,73,0,17,21
533600241,0,,,170,89,81,20,14,6,146,73,73,91,47,44,143,70,73,143,70,73,55,26,29,19,6,13,6,2,4,0,0,0,0,0,0,63,63,9,22,16,13,1,2,0,52,43,9,5,33,0,6,15
533600243,0,,,410,195,215,70,38,32,337,155,182,188,91,97,329,153,176,326,151,175,149,64,85,80,34,46,39,16,23,4,1,3,0,0,0,154,154,34,55,26,19,12,5,3,119,100,19,21,97,0,27,36
533600244,0,,,32,18,14,5,4,1,26,13,13,19,10,9,26,13,13,26,13,13,7,3,4,5,1,4,3,1,2,0,0,0,0,0,0,12,12,3,4,1,2,2,0,0,9,6,3,1,6,0,2,0
533600253,0,,,31,23,8,0,0,0,31,23,8,20,17,3,31,23,8,31,23,8,11,6,5,3,1,2,0,0,0,0,0,0,1,1,0,27,27,23,4,0,0,0,0,0,4,4,0,0,9,4,7,2
533600312,0,,,38,17,21,1,1,0,37,16,21,21,9,12,33,15,18,33,15,18,16,7,9,6,3,3,1,0,1,1,0,1,0,0,0,17,17,4,7,4,2,0,0,0,13,12,1,0,11,0,3,5
533600321,0,,,212,106,106,27,13,14,185,93,92,116,65,51,180,91,89,179,90,89,69,28,41,37,13,24,19,7,12,0,0,0,0,0,0,78,78,18,20,19,14,3,3,1,60,46,14,8,45,2,9,7
533600322,0,,,480,250,230,75,46,29,403,202,201,322,164,158,390,197,193,380,188,192,81,38,43,37,16,21,12,5,7,0,0,0,8,8,0,198,198,52,61,47,27,10,0,1,144,132,12,28,60,16,18,18
533600323,0,,,62,30,32,1,0,1,61,30,31,40,20,20,59,29,30,58,29,29,21,10,11,15,6,9,4,2,2,0,0,0,0,0,0,28,28,8,11,4,5,0,0,0,20,17,3,0,17,0,5,5
533600324,0,,,190,92,98,10,6,4,180,86,94,105,54,51,177,86,91,175,85,90,75,32,43,48,19,29,22,9,13,4,3,1,0,0,0,73,73,15,23,18,11,5,1,0,58,42,16,1,47,1,7,14
533600331,1,,533600333,236,106,130,25,12,13,223,103,120,153,73,80,217,101,116,208,98,110,70,30,40,35,16,19,7,6,1,0,0,0,1,1,0,93,93,35,31,18,13,3,4,1,70,58,12,4,50,3,12,11
533600332,1,,533600334,281,135,146,29,20,9,259,119,140,163,76,87,254,119,135,247,116,131,96,43,53,48,20,28,15,4,11,1,0,1,0,0,0,104,104,24,29,29,18,7,1,1,85,70,15,8,65,0,18,17
533600333,2,533600331,,13,10,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600334,2,533600332,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600343,1,,533600441,112,52,60,8,2,6,113,55,58,37,19,18,112,54,58,112,54,58,76,36,40,42,22,20,7,4,3,1,0,1,1,0,1,62,62,22,35,7,2,0,0,0,44,44,0,4,46,0,13,28
533600402,0,,,65,60,5,0,0,0,65,60,5,65,60,5,65,60,5,59,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533600414,1,,533600512,84,41,43,9,6,3,82,38,44,38,18,20,79,35,44,79,35,44,44,20,24,19,8,11,7,2,5,0,0,0,0,0,0,28,28,2,14,8,3,1,1,2,29,21,8,2,24,0,1,11
533600421,0,,,23,11,12,2,1,1,21,10,11,11,6,5,21,10,11,20,9,11,10,4,6,5,2,3,1,0,1,0,0,0,0,0,0,12,12,6,3,1,2,0,0,0,6,5,1,0,8,0,4,2
533600422,0,,,142,71,71,16,9,7,126,62,64,75,39,36,124,60,64,120,58,62,51,23,28,25,9,16,14,5,9,0,0,0,5,5,0,53,53,11,21,6,7,6,1,1,42,33,9,2,33,4,5,11
533600423,0,,,41,23,18,10,7,3,31,16,15,21,11,10,29,16,13,29,16,13,10,5,5,6,2,4,2,0,2,0,0,0,1,0,1,15,15,6,2,1,3,2,1,0,9,6,3,2,8,0,4,1
533600424,0,,,151,75,76,18,12,6,133,63,70,90,42,48,130,62,68,123,60,63,43,21,22,21,8,13,12,5,7,0,0,0,2,2,0,57,57,18,14,9,9,3,3,1,39,29,10,3,29,1,6,6
533600431,2,533600433,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600432,0,,,10,6,4,0,0,0,10,6,4,4,3,1,10,6,4,10,6,4,6,3,3,3,2,1,0,0,0,0,0,0,0,0,0,6,6,3,2,1,0,0,0,0,3,3,0,0,4,0,2,2
533600433,1,,533600431,10,5,5,1,0,1,14,8,6,12,7,5,14,8,6,13,8,5,2,1,1,1,0,1,1,0,1,0,0,0,1,1,0,5,5,5,1,1,0,1,0,0,3,2,1,1,2,0,2,0
533600434,0,,,13,5,8,0,0,0,13,5,8,6,3,3,13,5,8,13,5,8,7,2,5,2,0,2,0,0,0,0,0,0,0,0,0,8,8,3,5,0,0,0,0,0,5,5,0,0,5,0,2,2
533600441,2,533600343,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600512,2,533600414,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600521,2,533600522,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600522,1,,533600521,62,32,30,6,3,3,60,32,28,25,15,10,59,31,28,59,31,28,35,17,18,14,6,8,0,0,0,0,0,0,0,0,0,27,27,4,17,5,2,1,0,0,24,22,2,2,23,0,4,10
533600524,0,,,47,21,26,3,2,1,44,19,25,21,8,13,43,19,24,43,19,24,23,11,12,5,2,3,5,2,3,0,0,0,0,0,0,16,16,1,4,7,3,1,0,0,15,11,4,1,13,0,1,2
533600621,1,,533600623,51,20,31,4,1,3,54,23,31,28,12,16,52,22,30,51,21,30,26,11,15,15,5,10,2,2,0,0,0,0,0,0,0,24,24,10,8,5,3,1,0,0,15,13,2,0,19,0,8,5
533600622,1,,533600624,192,97,95,19,9,10,177,89,88,96,50,46,172,85,87,169,83,86,81,39,42,34,17,17,6,1,5,0,0,0,1,0,1,86,86,28,38,11,10,1,2,1,61,52,9,5,51,2,13,17
533600623,2,533600621,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600624,2,533600622,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600712,0,,,308,289,19,0,0,0,308,289,19,308,289,19,308,289,19,249,234,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533600714,0,,,48,27,21,5,4,1,42,22,20,19,10,9,41,22,19,40,22,18,23,12,11,11,7,4,0,0,0,0,0,0,0,0,0,22,22,9,6,3,2,2,0,0,13,11,2,0,14,0,5,4
533600721,0,,,630,306,324,71,40,31,559,266,293,343,167,176,544,256,288,531,251,280,216,99,117,105,46,59,32,16,16,3,0,3,1,1,0,265,265,55,113,56,28,9,4,0,208,193,15,16,142,2,32,54
533600722,0,,,102,57,45,14,9,5,88,48,40,60,34,26,86,46,40,83,44,39,28,14,14,14,6,8,4,1,3,1,1,0,2,2,0,43,42,18,10,5,3,3,3,0,24,19,5,3,22,1,8,4
533600723,0,,,997,461,536,106,52,54,876,402,474,557,256,301,837,388,449,824,382,442,319,146,173,155,67,88,39,17,22,3,1,2,12,5,7,428,428,119,155,76,56,17,4,1,305,282,23,24,217,12,59,70
533600724,0,,,305,142,163,15,10,5,289,131,158,156,78,78,278,125,153,269,122,147,133,53,80,90,31,59,41,15,26,3,2,1,4,1,3,133,130,43,50,16,11,8,1,1,86,73,13,4,79,8,21,28
533600803,0,,,55,30,25,6,4,2,49,26,23,24,13,11,49,26,23,49,26,23,25,13,12,13,5,8,8,2,6,1,0,1,0,0,0,24,24,8,8,4,2,1,1,0,16,12,4,1,20,0,7,2
533600804,0,,,92,49,43,6,3,3,86,46,40,43,26,17,85,45,40,84,45,39,43,20,23,26,12,14,8,5,3,1,0,1,0,0,0,39,39,12,10,11,4,1,1,0,27,20,7,1,29,0,10,6
533600812,2,533600814,,27,26,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533600813,0,,,140,60,80,12,5,7,128,55,73,71,29,42,127,54,73,125,53,72,57,26,31,29,14,15,11,5,6,1,0,1,0,0,0,54,54,8,20,17,6,1,2,0,46,38,8,4,34,0,7,13
533600814,1,,533600812,360,192,168,46,21,25,338,194,144,231,141,90,332,191,141,330,190,140,107,53,54,55,27,28,20,10,10,1,1,0,0,0,0,159,159,79,43,36,22,4,1,0,105,94,11,24,70,14,19,23
533600821,0,,,491,231,260,48,26,22,436,200,236,273,138,135,430,197,233,413,191,222,163,62,101,91,30,61,34,8,26,5,0,5,2,1,1,227,226,95,67,26,22,12,2,2,129,110,19,9,112,15,41,25
533600822,0,,,500,251,249,55,36,19,436,211,225,235,124,111,416,200,216,415,200,215,201,87,114,102,41,61,31,12,19,5,1,4,7,4,3,237,237,97,72,32,22,9,5,0,139,117,22,14,135,6,51,40
533600823,0,,,261,132,129,28,19,9,233,113,120,143,69,74,222,106,116,220,105,115,90,44,46,52,24,28,23,13,10,2,1,1,0,0,0,102,102,21,38,20,15,5,2,1,81,67,14,6,58,0,16,21
533600824,0,,,621,278,343,118,50,68,503,228,275,335,157,178,478,215,263,465,204,261,168,71,97,81,37,44,20,10,10,0,0,0,8,5,3,241,241,61,74,50,29,18,7,2,180,160,20,32,116,2,38,32
533600831,0,,,42,22,20,2,2,0,40,20,20,22,11,11,40,20,20,40,20,20,18,9,9,7,3,4,2,1,1,0,0,0,0,0,0,18,18,3,9,3,3,0,0,0,15,14,1,1,14,0,3,6
533600833,0,,,409,167,242,32,18,14,377,149,228,161,80,81,370,146,224,364,143,221,216,69,147,159,40,119,115,20,95,18,2,16,0,0,0,82,78,18,19,16,16,4,4,1,59,47,12,6,44,0,15,8
533600834,0,,,96,35,61,10,6,4,86,29,57,42,14,28,85,29,56,84,29,55,44,15,29,23,8,15,6,2,4,0,0,0,1,1,0,56,56,28,20,6,1,0,1,0,28,28,0,1,38,0,22,5
533600901,0,,,69,33,36,1,0,1,68,33,35,41,21,20,66,33,33,64,33,31,27,12,15,15,7,8,3,1,2,0,0,0,0,0,0,23,23,2,9,5,2,4,1,0,21,15,6,0,17,0,1,5
533600902,0,,,35,17,18,5,3,2,30,14,16,15,7,8,30,14,16,30,14,16,15,7,8,7,2,5,0,0,0,0,0,0,0,0,0,17,17,5,8,2,2,0,0,0,12,11,1,1,11,0,5,5
533600903,0,,,12,4,8,2,0,2,10,4,6,4,1,3,10,4,6,10,4,6,6,3,3,3,1,2,1,0,1,0,0,0,0,0,0,5,5,1,3,0,0,1,0,0,4,3,1,0,5,0,1,2
533600904,0,,,172,80,92,23,11,12,149,69,80,83,41,42,146,68,78,144,67,77,66,28,38,31,11,20,11,3,8,2,0,2,1,1,0,55,55,9,14,13,8,5,3,3,46,24,22,8,46,0,7,6
533600911,0,,,310,154,156,47,23,24,263,131,132,201,100,101,253,124,129,241,118,123,62,31,31,26,9,17,6,3,3,0,0,0,1,1,0,106,106,13,34,23,23,10,3,0,93,86,7,8,43,0,6,15
533600912,0,,,384,183,201,46,25,21,338,158,180,230,106,124,325,153,172,317,148,169,108,52,56,40,14,26,12,3,9,0,0,0,0,0,0,144,144,23,50,39,21,7,3,1,121,109,12,9,68,0,14,25
533600914,0,,,54,27,27,5,2,3,49,25,24,28,14,14,48,24,24,47,24,23,21,11,10,13,6,7,5,3,2,0,0,0,0,0,0,23,23,7,7,5,2,2,0,0,16,15,1,2,17,0,6,4
533600921,0,,,440,211,229,50,26,24,390,185,205,250,119,131,378,178,200,364,173,191,140,66,74,67,29,38,20,8,12,1,0,1,1,0,1,157,156,23,49,37,34,12,1,0,131,109,22,9,88,0,14,31
